공정코드,공정명,세부공정코드,세부공정명,품목코드,품목명,단위, 재료비, 노무비, 경비
O,화장실공사,O01,타일시공,O01202,도기질 타일 떠붙임 시공(전체철거시) 바닥 타일(자기질)300X300,㎡,"  28,000 ",,
O,화장실공사,O01,타일시공,O01203,도기질 타일 떠붙임 시공(전체철거시) 부자재_몰탈작업300X600,㎡,"  15,000 ",,
O,화장실공사,O01,타일시공,O01204,도기질 타일 떠붙임 시공(전체철거시) 인건비300X600,㎡,"  32,000 ",,
O,화장실공사,O01,타일시공,O01205,"도기질 타일 떠붙임 시공 타일, 부자재 양중 및 물류비300X600",㎡,"  4,300 ",,
O,화장실공사,O01,타일시공,O01299,도기질 타일 떠붙임 시공(전체철거시)기타,, ,,
O,화장실공사,O01,타일시공,O01301,도기질 벽 타일(도기질)300X600,㎡,"  28,000 ",,
O,화장실공사,O01,타일시공,O01302,도기질 바닥 타일(자기질)300X300,㎡,"  28,000 ",,
O,화장실공사,O01,타일시공,O01303,도기질 벽 타일 부자재(도기질 덧방 기준)_드라이픽스 or 에폭시300X600,㎡,"  15,000 ",,
O,화장실공사,O01,타일시공,O01304,도기질 바닥 타일 부자재(도기질 떠붙임 기준)_몰탈작업300X600,㎡,"  15,000 ",,
O,화장실공사,O01,타일시공,O01305,도기질 벽 타일 시공 인건비(덧방 기준)300X600,㎡,"  32,000 ",,
O,화장실공사,O01,타일시공,O01306,도기질 바닥 타일 시공 인건비(떠붙임 기준)300X600,㎡,"  32,000 ",,
O,화장실공사,O01,타일시공,O01307,"도기질 벽 타일, 부자재 양중 및 물류비(바닥만 철거시)300X600",㎡,"  4,300 ",,
O,화장실공사,O01,타일시공,O01399,도기질 벽 기타,, ,,
O,화장실공사,O01,타일시공,O01401,포세린 타일 에폭시 시공 벽 타일(포세린 컷팅타일)300X600,㎡,"  41,000 ",,
O,화장실공사,O01,타일시공,O01402,포세린 타일 에폭시 시공 벽 타일(포세린 컷팅타일)600X600,㎡,"  48,000 ",,
O,화장실공사,O01,타일시공,O01403,포세린 타일 에폭시 시공 벽 타일(포세린 컷팅타일)600X1200,㎡,"  58,000 ",,
O,화장실공사,O01,타일시공,O01404,포세린 타일 에폭시 시공 바닥 타일(포세린 컷팅타일)300X600,㎡,"  41,000 ",,
O,화장실공사,O01,타일시공,O01405,포세린 타일 에폭시 시공 바닥 타일(포세린 컷팅타일) => 트렌치유가시공 필수600X600,㎡,"  48,000 ",,
O,화장실공사,O01,타일시공,O01406,포세린 타일 에폭시 시공 바닥 타일(포세린 컷팅타일) => 트렌치유가시공 필수600X1200,㎡,"  58,000 ",,
O,화장실공사,O01,타일시공,O01407,포세린 타일 에폭시 시공 바닥 타일(포세린 컷팅타일) => 트렌치유가시공 필수600X600,㎡,"  41,000 ",,
O,화장실공사,O01,타일시공,O01408,포세린 타일 에폭시 시공 타일 부자재(포세린 컷팅타일 기준)_에폭시600X600,㎡,"  17,000 ",,
O,화장실공사,O01,타일시공,O01409,포세린 타일 에폭시 시공 타일 부자재(포세린 컷팅타일 기준)_에폭시 300X600300X600,㎡,"  15,000 ",,
O,화장실공사,O01,타일시공,O01410,포세린 타일 에폭시 시공 타일 부자재(포세린 컷팅타일 기준)_에폭시 600X1200600X1200,㎡,"  15,000 ",,
O,화장실공사,O01,타일시공,O01411,포세린 타일 에폭시 시공 타일 시공 인건비(에폭시 기준)300X600,㎡,"  45,000 ",,
O,화장실공사,O01,타일시공,O01412,포세린 타일 에폭시 시공 타일 시공 인건비(에폭시 기준)600X600,㎡,"  48,000 ",,
O,화장실공사,O01,타일시공,O01413,포세린 타일 에폭시 시공 타일 시공인건비(에폭시 기준)600X1200,㎡,"  50,000 ",,
O,화장실공사,O01,타일시공,O01414,포세린 타일 에폭시 시공 졸리컷팅 시공 인건비,인,"  350,000 ",,
O,화장실공사,O01,타일시공,O01415,포세린 타일 에폭시 시공 트렌치유가 시공(냄새차단용)도무스,개소,"  150,000 ",,
O,화장실공사,O01,타일시공,O01416,포세린 타일 에폭시 시공 트렌치유가 시공(냄새차단용)도무스,개소,"  250,000 ",,
O,화장실공사,O01,타일시공,O01417,포세린 타일 에폭시 시공 아덱스 메지 시공,㎡,"  2,000 ",,
O,화장실공사,O01,타일시공,O01418,포세린 타일 에폭시 시공 젠다이 졸리컷팅 코너 부위 레진 마감,개소,"  250,000 ",,
O,화장실공사,O01,타일시공,O01419,"포세린 타일 에폭시 시공 타일, 부자재 양중 및 물류비",㎡,"  4,300 ",,
O,화장실공사,O01,타일시공,O01499,포세린 타일 에폭시 시공 기타,, ,,
O,화장실공사,O01,타일시공,O01501,수입 타일 떠붙임 시공 벽 타일(포세린 컷팅타일)600X1200,㎡,"  85,000 ",,
O,화장실공사,O01,타일시공,O01502,수입 타일 떠붙임 시공 바닥 타일(포세린 컷팅타일) => 트렌치유가시공 필수600X1200,㎡,"  85,000 ",,
O,화장실공사,O01,타일시공,O01503,수입 타일 떠붙임 시공 타일 부자재(포세린 컷팅타일 기준)_에폭시600X1200,㎡,"  15,000 ",,
O,화장실공사,O01,타일시공,O01504,수입 타일 떠붙임 시공 졸리컷팅 시공 인건비,인,"  350,000 ",,
O,화장실공사,O01,타일시공,O01505,수입 타일 떠붙임 시공 트렌치유가 시공(냄새차단용)도무스,개소,"  150,000 ",,
O,화장실공사,O01,타일시공,O01506,수입 타일 떠붙임 시공 트렌치유가 시공(냄새차단용)도무스,개소,"  250,000 ",,
O,화장실공사,O01,타일시공,O01507,수입 타일 떠붙임 시공 아덱스 메지 시공,㎡,"  2,000 ",,
O,화장실공사,O01,타일시공,O01508,수입 타일 떠붙임 시공 젠다이 졸리컷팅 코너 부위 레진 마감,개소,"  250,000 ",,
O,화장실공사,O01,타일시공,O01509,"수입 타일 떠붙임 시공 타일, 부자재 양중 및 물류비",㎡,"  4,300 ",,
O,화장실공사,O01,타일시공,O01599,수입 타일 떠붙임 시공 기타,, ,,
O,화장실공사,O01,타일시공,O01601,젠다이 / 욕조 세면대앞 젠다이 시공(냉/온수/하수배관/조적)H:950~980,개소,"  550,000 ",,
O,화장실공사,O01,타일시공,O01602,젠다이 / 욕조 세면대앞 롱 젠다이 시공(냉/온수/하수배관/조적)H:950~980,개소,"  750,000 ",,
O,화장실공사,O01,타일시공,O01603,젠다이 / 욕조 젠다이 졸리컷팅 시공,인,"  350,000 ",,
O,화장실공사,O01,타일시공,O01604,젠다이 / 욕조 젠다이 졸리컷팅 코너 부위 레진 마감,개소,"  250,000 ",,
O,화장실공사,O01,타일시공,O01605,젠다이 / 욕조 젠다이 대리석 시공 // W 1400 미만 기준,개소,"  140,000 ",,
O,화장실공사,O01,타일시공,O01606,젠다이 / 욕조 젠다이 대리석 시공 // W 1400 이상 기준,개소,"  230,000 ",,
O,화장실공사,O01,타일시공,O01607,"젠다이 / 욕조 조적 파티션 시공 // 800*2300 기준
(조적, 타일 자재비, 인건비, 졸리컷팅 인건비 포함)",개소,"  1,350,000 ",,
O,화장실공사,O01,타일시공,O01608,"젠다이 / 욕조 타일욕조 시공 
// w800*d1600*h460 기준(욕조내경 최소 550~600 확보)
(조적, 방수, 타일 자재비, 부자재비, 인건비, 졸리컷팅 인건비, 테낙스메지  포함)",개소,"  2,300,000 ",,
O,화장실공사,O01,타일시공,O01609,젠다이 / 욕조 욕조 (일반 욕조/조적/욕조옆타일/부자재/시공비포함),SET,"  800,000 ",,
O,화장실공사,O01,타일시공,O01610,젠다이 / 욕조 욕조 (일반 욕조/조적/욕조옆ㄷ자대리석/부자재/시공비포함),SET,"  1,150,000 ",,
O,화장실공사,O01,타일시공,O01611,"젠다이 / 욕조 일반 욕조 시공 인건비(부자재,시공 인건비 )",SET,"  480,000 ",,
O,화장실공사,O01,타일시공,O01699,젠다이 / 욕조 기타,, ,,
O,화장실공사,O01,타일시공,O01999,기타(1),, ,,
O,화장실공사,O02,도기시공,O02001,"거실 화장실 거실 한샘바스 추천형 시공(슬라이딩장, 일자선반)덧방시공",SET,"  4,500,000 ",,
O,화장실공사,O02,도기시공,O02002,"거실 화장실 안방 한샘바스 기본형 시공(슬라이딩장, 일자선반)덧방시공",SET,"  4,000,000 ",,
O,화장실공사,O02,도기시공,O02099,거실 화장실 기타,, ,,
O,화장실공사,O02,도기시공,O02101,양변기(투피스 9500)한샘,SET,"  233,400 ",,
O,화장실공사,O02,도기시공,O02102,양변기(원피스 8000)한샘,SET,"  321,900 ",,
O,화장실공사,O02,도기시공,O02103,양변기 AMS 웨이브R 투피스양변기 SET아메리칸스탠다드,SET,"  347,700 ",,
O,화장실공사,O02,도기시공,O02104,양변기 AMS 웨이브R 원피스양변기 SET아메리칸스탠다드,,"  518,800 ",,
O,화장실공사,O02,도기시공,O02105,양변기 AMS 웨이브S 투피스양변기 SET아메리칸스탠다드,SET,"  398,500 ",,
O,화장실공사,O02,도기시공,O02106,AMS 플랫 비데일체형 양변기 SET아메리칸스탠다드,SET,"  1,224,300 ",,
O,화장실공사,O02,도기시공,O02199,양변기 기타,, ,,
O,화장실공사,O02,도기시공,O02201,"세면대 안방 카운터 세면대(천연대리석 제작 시공) // 각파이프 제작 포함
로얄 / 아메리칸스탠다드 세면대 기준w1600 기준",SET,"  1,850,000 ",,
O,화장실공사,O02,도기시공,O02202,"세면대 안방 카운터 세면대(천연대리석 제작 시공) // 각파이프 제작 포함
로얄 / 아메리칸스탠다드 세면대 기준w1000 기준",SET,"  1,250,000 ",,
O,화장실공사,O02,도기시공,O02203,"세면대 카운터 세면대(천연대리석 제작/ 맞춤하부장 시공)
로얄 / 아메리칸스탠다드 세면대 기준w1600 기준",SET,"  2,800,000 ",,
O,화장실공사,O02,도기시공,O02204,"세면대 카운터 세면대(천연대리석 제작/ 맞춤하부장 시공)
로얄 / 아메리칸스탠다드 세면대 기준w1000 기준",SET,"  1,650,000 ",,
O,화장실공사,O02,도기시공,O02205,세면대 AMS 플랫 라운드 반다리 일체형 세면기 SET아메리칸스탠다드,SET,"  354,700 ",,
O,화장실공사,O02,도기시공,O02206,세면대 AMS 플랫 반다리 일체형 세면기 SET아메리칸스탠다드,SET,"  360,100 ",,
O,화장실공사,O02,도기시공,O02207,세면대 EURO3 글램모던 수건걸이형 세면기 SET한샘,SET,"  258,300 ",,
O,화장실공사,O02,도기시공,O02208,세면대 기타,,,,
O,화장실공사,O02,도기시공,O02301,샤워수전 레인샤워수전 시스템 KB5030(화이트)한샘,EA,"  211,200 ",,
O,화장실공사,O02,도기시공,O02302,샤워수전 레인샤워수전 HS1623한샘,EA,"  318,100 ",,
O,화장실공사,O02,도기시공,O02303,샤워수전 AMS 린치핀S 레인샤워_FB5751_샤워한샘,EA,"  464,300 ",,
O,화장실공사,O02,도기시공,O02304,샤워수전 욕조/샤워수전 TN0120한샘,EA,"  99,000 ",,
O,화장실공사,O02,도기시공,O02305,샤워수전 욕조/샤워수전 KB730 블랙한샘,EA,"  146,100 ",,
O,화장실공사,O02,도기시공,O02306,샤워수전 겸용수전 TN0111한샘,EA,"  80,700 ",,
O,화장실공사,O02,도기시공,O02307,샤워수전 겸용세면수전 313V한샘,EA,"  120,100 ",,
O,화장실공사,O02,도기시공,O02399,샤워수전 기타,,,,
O,화장실공사,O02,도기시공,O02401,세면수전 TN0110한샘,EA,"  59,000 ",,
O,화장실공사,O02,도기시공,O02402,세면수전 HY S0950한샘,EA,"  58,700 ",,
O,화장실공사,O02,도기시공,O02403,세면수전 KLO730블랙한샘,EA,"  102,300 ",,
O,화장실공사,O02,도기시공,O02404,세면수전 HY S1050한샘,EA,"  54,400 ",,
O,화장실공사,O02,도기시공,O02499,세면수전 기타,, ,,
O,화장실공사,O02,도기시공,O02501,거울 MILAN7 프레임우드 타원형 거울조명한샘,EA,"  297,900 ",,
O,화장실공사,O02,도기시공,O02502,거울 뮤트 원형 LED 조명거울_4000K한샘,EA,"  159,000 ",,
O,화장실공사,O02,도기시공,O02503,거울 뮤트 사각 LED 조명거울_4000K한샘,EA,"  163,900 ",,
O,화장실공사,O02,도기시공,O02504,거울 EURO5 베일화이트 베벨 거울 600한샘,EA,"  253,000 ",,
O,화장실공사,O02,도기시공,O02505,거울 EURO5 베일화이트 베벨 거울 960한샘,EA,"  313,100 ",,
O,화장실공사,O02,도기시공,O02506,거울 EURO3 갤러리 반원형 LED조명거울_4000K한샘,EA,"  365,600 ",,
O,화장실공사,O02,도기시공,O02507,거울 프렌치 클래식(500*800)한샘,EA,"  115,000 ",,
O,화장실공사,O02,도기시공,O02508,"거울 AL 프레임(실버,600*800)한샘",EA,"  65,600 ",,
O,화장실공사,O02,도기시공,O02509,거울 MILAN5 페블내추럴 거울 원형 (Φ700)한샘,EA,"  106,600 ",,
O,화장실공사,O02,도기시공,O02510,거울 EURO5 매트오크 비정형 거울조명 (소)한샘,EA,"  240,200 ",,
O,화장실공사,O02,도기시공,O02511,거울 MILAN3 스칸디블랙 타원형 거울(400*800)한샘,EA,"  122,200 ",,
O,화장실공사,O02,도기시공,O02512,거울 LED 사각조명거울 W1600*H700_4000K한샘,EA,"  471,600 ",,
O,화장실공사,O02,도기시공,O02513,거울 LED 사각조명거울 W1400*H700_4000K한샘,EA,"  429,600 ",,
O,화장실공사,O02,도기시공,O02514,거울 LED 사각조명거울 W1200*H600_4000K한샘,EA,"  402,900 ",,
O,화장실공사,O02,도기시공,O02515,거울 LED 사각조명거울 W700*H800_4000K한샘,EA,"  352,700 ",,
O,화장실공사,O02,도기시공,O02516,거울 MILAN3 오슬로 아치거울 (800*800)한샘,EA,"  110,100 ",,
O,화장실공사,O02,도기시공,O02517,거울 조명 거울(사재) (600*600 원형거울 기준)사재,EA,"  180,000 ",,
O,화장실공사,O02,도기시공,O02518,거울 조명 거울 전기 작업,EA,"  30,000 ",,
O,화장실공사,O02,도기시공,O02599,거울 기타,, ,,
O,화장실공사,O02,도기시공,O02601,상부장 댐핑 슬라이딩장 그레이SET (1200*650)한샘,EA,"  327,700 ",,
O,화장실공사,O02,도기시공,O02602,상부장 댐핑 슬라이딩장 그레이SET (1200*800)한샘,EA,"  366,700 ",,
O,화장실공사,O02,도기시공,O02603,상부장 댐핑 슬라이딩장 그레이SET (1300*650)한샘,EA,"  337,500 ",,
O,화장실공사,O02,도기시공,O02604,상부장 댐핑 슬라이딩장 그레이SET (1300*800)한샘,EA,"  379,400 ",,
O,화장실공사,O02,도기시공,O02605,상부장 댐핑 슬라이딩장 그레이SET (1400*650)한샘,EA,"  349,800 ",,
O,화장실공사,O02,도기시공,O02606,상부장 댐핑 슬라이딩장 그레이SET (1400*800)한샘,EA,"  393,700 ",,
O,화장실공사,O02,도기시공,O02607,상부장 댐핑 슬라이딩장 그레이SET (1500*650)한샘,EA,"  359,400 ",,
O,화장실공사,O02,도기시공,O02608,상부장 댐핑 슬라이딩장 그레이SET (1500*800)한샘,EA,"  409,700 ",,
O,화장실공사,O02,도기시공,O02609,상부장 (L)뮤트 화이트 상부장 SET (400*800)한샘,EA,"  193,300 ",,
O,화장실공사,O02,도기시공,O02610,상부장 뮤트 화이트 상부장SET (600*800)한샘,EA,"  249,600 ",,
O,화장실공사,O02,도기시공,O02611,상부장 (L)매그놀리아 상부장 SET (450*500)한샘,EA,"  172,400 ",,
O,화장실공사,O02,도기시공,O02612,상부장 매그놀리아 상부장 SET (450*800)한샘,EA,"  230,600 ",,
O,화장실공사,O02,도기시공,O02613,상부장 (L)세레네 차콜 상부장 SET (450*500)한샘,EA,"  184,000 ",,
O,화장실공사,O02,도기시공,O02614,상부장 (L)세레네 차콜 상부장 SET (450*800)한샘,EA,"  249,200 ",,
O,화장실공사,O02,도기시공,O02615,상부장 MILAN1 마이티 은경 슬라이딩장SET(1200*650)한샘,EA,"  153,500 ",,
O,화장실공사,O02,도기시공,O02616,상부장 슬라이딩장 은경 러스틱오크 SET(1200*650)한샘,EA,"  396,500 ",,
O,화장실공사,O02,도기시공,O02617,상부장 은경 플랩장 그레이850*500 SET한샘,EA,"  223,500 ",,
O,화장실공사,O02,도기시공,O02618,상부장 은경 플랩장 그레이650*500 SET한샘,EA,"  198,600 ",,
O,화장실공사,O02,도기시공,O02619,상부장 거울 플랩장 매그놀리아850*500 SET한샘,EA,"  223,100 ",,
O,화장실공사,O02,도기시공,O02620,상부장 거울 플랩장 매그놀리아950*500 SET한샘,EA,"  249,800 ",,
O,화장실공사,O02,도기시공,O02621,상부장 거울 플랩장 매그놀리아1050*500 SET한샘,EA,"  281,200 ",,
O,화장실공사,O02,도기시공,O02622,상부장 거울 플랩장 매그놀리아1150*500 SET한샘,EA,"  295,800 ",,
O,화장실공사,O02,도기시공,O02623,상부장 거울 여닫이장 매그놀리아SET (400*500)한샘,EA,"  151,400 ",,
O,화장실공사,O02,도기시공,O02624,상부장 거울 여닫이장 매그놀리아SET (450*500)한샘,EA,"  167,300 ",,
O,화장실공사,O02,도기시공,O02625,상부장 거울 플랩장 그레이650*500 SET한샘,EA,"  198,600 ",,
O,화장실공사,O02,도기시공,O02626,상부장 거울 플랩장 그레이850*500 SET한샘,EA,"  223,500 ",,
O,화장실공사,O02,도기시공,O02627,상부장 거울 플랩장 그레이950*500 SET한샘,EA,"  249,800 ",,
O,화장실공사,O02,도기시공,O02628,상부장 거울 플랩장 그레이1050*500 SET한샘,EA,"  281,400 ",,
O,화장실공사,O02,도기시공,O02629,상부장 거울 플랩장 그레이1150*500 SET한샘,EA,"  295,900 ",,
O,화장실공사,O02,도기시공,O02630,상부장 거울 여닫이장 그레이SET (400*800)한샘,EA,"  195,800 ",,
O,화장실공사,O02,도기시공,O02631,상부장 거울 여닫이장 그레이SET (450*800)한샘,EA,"  202,600 ",,
O,화장실공사,O02,도기시공,O02632,상부장 거울 여닫이장 그레이SET (450*500)한샘,EA,"  166,500 ",,
O,화장실공사,O02,도기시공,O02633,상부장 거울 여닫이장 그레이SET (600*800)한샘,EA,"  295,600 ",,
O,화장실공사,O02,도기시공,O02634,상부장 MILAN7 프레임우드 상부장 SET한샘,EA,"  285,100 ",,
O,화장실공사,O02,도기시공,O02635,상부장 MILAN3 낭트 플랩장 오크 SET (1200*500)한샘,EA,"  244,900 ",,
O,화장실공사,O02,도기시공,O02636,상부장 은경 슬라이딩 850 선반형 오크 SET한샘,EA,"  288,900 ",,
O,화장실공사,O02,도기시공,O02637,상부장 은경 상부장(500*150*800)한샘,EA,"  201,400 ",,
O,화장실공사,O02,도기시공,O02638,상부장 MILAN1 마이티 2도어 상부장SET(600*650)한샘,EA,"  108,900 ",,
O,화장실공사,O02,도기시공,O02639,상부장 MILAN3 오슬로 원도어 상부장 SET (400*800)한샘,EA,"  136,700 ",,
O,화장실공사,O02,도기시공,O02640,상부장 MILAN3 스칸디블랙 플랩 상부장 SET한샘,EA,"  162,500 ",,
O,화장실공사,O02,도기시공,O02641,상부장 은경 슬라이딩 850 선반형 블랙 SET한샘,EA,"  288,900 ",,
O,화장실공사,O02,도기시공,O02642,상부장 MILAN5 모노시티 상부장 SET한샘,EA,"  278,400 ",,
O,화장실공사,O02,도기시공,O02643,상부장 MILAN5 뉴트럴 브라운 월넛 상부장 SET한샘,EA,"  298,500 ",,
O,화장실공사,O02,도기시공,O02644,상부장 MILAN5 뉴트럴 브라운 솔리드 상부장 SET한샘,EA,"  298,500 ",,
O,화장실공사,O02,도기시공,O02645,"상부장 댐핑 슬라이딩장 은경 (노체,1200*800)한샘",EA,"  319,500 ",,
O,화장실공사,O02,도기시공,O02646,상부장 MILAN5 페블내추럴 상부장 SET한샘,EA,"  257,700 ",,
O,화장실공사,O02,도기시공,O02647,상부장 은경 여닫이장 그레이SET (400*800)한샘,EA,"  195,800 ",,
O,화장실공사,O02,도기시공,O02648,상부장 은경 여닫이장 그레이SET (450*800)한샘,EA,"  202,600 ",,
O,화장실공사,O02,도기시공,O02649,상부장 은경 여닫이장 그레이SET (450*500)한샘,EA,"  166,500 ",,
O,화장실공사,O02,도기시공,O02650,상부장 EURO5 베일화이트 새틴WH 상부장 SET(400*170*800)한샘,EA,"  235,800 ",,
O,화장실공사,O02,도기시공,O02651,상부장 EURO5 베일화이트 새틴WH 상부장 SET(600*170*800)한샘,EA,"  373,800 ",,
O,화장실공사,O02,도기시공,O02652,상부장 EURO3 아티골드 300 상부장 SET(300*171*800)한샘,EA,"  212,400 ",,
O,화장실공사,O02,도기시공,O02653,상부장 EURO3 아티골드 600 상부장 SET(600*171*800)한샘,EA,"  445,700 ",,
O,화장실공사,O02,도기시공,O02654,상부장 EURO3 아티골드 300 오픈상부장 SET한샘,EA,"  161,200 ",,
O,화장실공사,O02,도기시공,O02655,상부장 (400)EURO5 매트오크 상부장 SET한샘,EA,"  214,700 ",,
O,화장실공사,O02,도기시공,O02656,상부장 (550)EURO5 매트오크 상부장 SET한샘,EA,"  446,900 ",,
O,화장실공사,O02,도기시공,O02657,상부장 EURO3 LED 삼면경 상부장 1200 SET한샘,EA,"  570,600 ",,
O,화장실공사,O02,도기시공,O02658,상부장 프렌치 클래식2 상부장(550*170*800)한샘,EA,"  470,300 ",,
O,화장실공사,O02,도기시공,O02699,상부장 기타,, ,,
O,화장실공사,O02,도기시공,O02701,"악세사리 ACC 3품 SP5000 SET // 수건걸이, 휴지걸이, 슬라이딩바한샘",SET,"  110,700 ",,
O,화장실공사,O02,도기시공,O02702,"악세사리 ACC 3품 니켈무광 SET // 수건걸이, 휴지걸이, 슬라이딩바한샘",SET,"  158,600 ",,
O,화장실공사,O02,도기시공,O02703,악세사리 INNO2 코팅유리 코너선반한샘,EA,"  27,400 ",,
O,화장실공사,O02,도기시공,O02704,악세사리 BMC 코너선반한샘,EA,"  23,600 ",,
O,화장실공사,O02,도기시공,O02705,악세사리 ACC STS 코너선반_니켈 무광한샘,EA,"  57,600 ",,
O,화장실공사,O02,도기시공,O02706,악세사리 사각 청소솔한샘,EA,"  42,000 ",,
O,화장실공사,O02,도기시공,O02707,악세사리 INNO 인조대리석 선반(1200*100)한샘,EA,"  79,100 ",,
O,화장실공사,O02,도기시공,O02708,악세사리 INNO 인조대리석 선반(600*100)한샘,EA,"  44,000 ",,
O,화장실공사,O02,도기시공,O02709,악세사리 MILAN5 카라라화이트 MMA 선반(1200*115)한샘,EA,"  101,300 ",,
O,화장실공사,O02,도기시공,O02710,악세사리 EURO5 MMA CRYSTAL 선반 (1200*120)한샘,EA,"  88,900 ",,
O,화장실공사,O02,도기시공,O02711,악세사리 방우형 콘센트박스_그레이 (2구/덮개有)한샘,EA,"  16,500 ",,
O,화장실공사,O02,도기시공,O02712,악세사리 욕실 방우형 콘센트 2구_덮개有_화이트한샘,EA,"  4,400 ",,
O,화장실공사,O02,도기시공,O02713,악세사리 ACC 수건선반 HS 1016(470*215)한샘,EA,"  36,200 ",,
O,화장실공사,O02,도기시공,O02714,악세사리 ACC 수건선반 HS 1090한샘,EA,"  53,400 ",,
O,화장실공사,O02,도기시공,O02715,악세사리 안방 화장실 천정 공사 (w1600*d2800 기준)평돔 시공,개소,"  480,000 ",,
O,화장실공사,O02,도기시공,O02716,악세사리 안방 화장실 천정 공사 (w1400*d2200 기준)평돔 시공,개소,"  320,000 ",,
O,화장실공사,O02,도기시공,O02717,악세사리 거실 화장실 천정 공사 (w1600*d2800 기준)평돔 시공,개소,"  480,000 ",,
O,화장실공사,O02,도기시공,O02718,악세사리 거실 화장실 천정 공사 (w1400*d2200 기준)평돔 시공,개소,"  320,000 ",,
O,화장실공사,O02,도기시공,O02719,악세사리 그라데이션 코팅 샤워파티션 (600*1900)한샘,EA,"  182,900 ",,
O,화장실공사,O02,도기시공,O02720,악세사리 플레인 코팅 샤워파티션 (600*1900)한샘,EA,"  145,100 ",,
O,화장실공사,O02,도기시공,O02721,악세사리 플레인 투명 샤워파티션 (750*1900)한샘,EA,"  161,600 ",,
O,화장실공사,O02,도기시공,O02722,악세사리 브론즈 투명 샤워파티션(600*1900)한샘,EA,"  154,000 ",,
O,화장실공사,O02,도기시공,O02723,악세사리 브론즈 코팅 샤워파티션(750*1900)한샘,EA,"  254,140 ",,
