공정코드,공정명,세부공정코드,세부공정명,품목코드,품목명,단위, 재료비, 노무비, 경비
O,화장실공사,O02,도기시공,O02724,악세사리 브론즈 코팅 샤워파티션(600*1900)한샘,EA,"  157,220 ",,
O,화장실공사,O02,도기시공,O02725,악세사리 그레이 코팅 샤워파티션(750*1900)한샘,EA,"  242,900 ",,
O,화장실공사,O02,도기시공,O02726,악세사리 그레이 투명 샤워파티션(600*1900)한샘,EA,"  160,800 ",,
O,화장실공사,O02,도기시공,O02727,악세사리 일반 샤워 파티션 시공제작,EA,"  400,000 ",,
O,화장실공사,O02,도기시공,O02728,악세사리 일반 샤워 파티션 시공제작,EA,"  300,000 ",,
O,화장실공사,O02,도기시공,O02729,악세사리 무프레임 샤워파티션제작,EA,"  600,000 ",,
O,화장실공사,O02,도기시공,O02730,악세사리 ㅡ자 샤워부스(무힌지)제작,개소,"  450,000 ",,
O,화장실공사,O02,도기시공,O02731,악세사리 ㅡ자 샤워부스(무힌지) // 브론즈유리제작,개소,"  550,000 ",,
O,화장실공사,O02,도기시공,O02732,악세사리 ㅡ자 샤워부스 고급형(천장높이)제작,개소,"  750,000 ",,
O,화장실공사,O02,도기시공,O02733,악세사리 슬라이딩 샤워부스제작,개소,"  600,000 ",,
O,화장실공사,O02,도기시공,O02734,악세사리 슬라이딩 샤워부스 // 프레임 로즈골드 발색제작,개소,"  800,000 ",,
O,화장실공사,O02,도기시공,O02735,악세사리 ㄱ자 샤워부스(단차 시공 유무 확인)제작,개소,"  650,000 ",,
O,화장실공사,O02,도기시공,O02736,악세사리 대리석 분리대(샤워 부스)/젠다이대리석제작,개소,"  200,000 ",,
O,화장실공사,O02,도기시공,O02737,악세사리 화장실 전기공사(전기배선/일반 환풍기/LED 매입등),개소,"  300,000 ",,
O,화장실공사,O02,도기시공,O02738,악세사리 화장실 전기공사(전기배선/휴젠뜨2.5/LED 매입등),개소,"  700,000 ",,
O,화장실공사,O02,도기시공,O02739,악세사리 기구 설치 인건비,인,"  360,000 ",,
O,화장실공사,O02,도기시공,O02799,악세사리 기타,, ,,
O,화장실공사,O02,도기시공,O02999,기타(1),, ,,
O,화장실공사,O99,기타도기시공,O99999,기타(2),, ,,
P,바닥공사,P01,마루시공,P01001,(난방 공사시) 메쉬 작업 // 마루 벌어짐 방지로스포함,PY,"  12,000 ",,
P,바닥공사,P01,마루시공,P01002,"바닥재 공사 (바흐7 원목마루)  240*2,200*14t // 친환경 본드포함로스포함",PY,"  483,400 ",,
P,바닥공사,P01,마루시공,P01003,바닥재 공사 (바흐3 원목마루)  125*910*10t // 친환경 본드포함로스포함,PY,"  454,900 ",,
P,바닥공사,P01,마루시공,P01004,바닥재 공사 (바흐3 원목마루)  125*910*10t // 친환경 본드포함로스포함,PY,"  330,400 ",,
P,바닥공사,P01,마루시공,P01005,바닥재 공사 (바흐3 원목마루)  125*910*10t // 친환경 본드포함로스포함,PY,"  297,100 ",,
P,바닥공사,P01,마루시공,P01006,"바닥재 공사 (마지오레 플랭크190 구 바흐5 원목마루)  
190*1,900*14t // 친환경 본드포함로스포함",PY,"  509,400 ",,
P,바닥공사,P01,마루시공,P01007,"바닥재 공사 (마지오레 플랭크190 구 바흐5 원목마루)  
190*1,900*14t // 친환경 본드포함로스포함",PY,"  417,000 ",,
P,바닥공사,P01,마루시공,P01008,"바닥재 공사 (디앤메종 텐우드)  165*1,200*10t // 친환경 본드포함로스포함",PY,"  218,300 ",,
P,바닥공사,P01,마루시공,P01009,"바닥재 공사 (디앤메종 텐우드)  165*1,200*10t // 친환경 본드포함로스포함",PY,"  203,200 ",,
P,바닥공사,P01,마루시공,P01010,바닥재 공사 (유로플러스 이노마루)  145*915*5t // 친환경 본드포함로스포함,PY,"  133,700 ",,
P,바닥공사,P01,마루시공,P01011,사용금지 바닥재 공사 (HD브러쉬)  97*905*.5.8t // 친환경 본드포함로스포함,PY,"  176,800 ",,
P,바닥공사,P01,마루시공,P01012,와이드 마블스퀘어 강마루 600*1205*8.5t // 친환경 본드포함로스포함,PY,"  201,900 ",,
P,바닥공사,P01,마루시공,P01013,마블스퀘어 강마루 398*800*7.5t // 친환경 본드포함로스포함,PY,"  181,600 ",,
P,바닥공사,P01,마루시공,P01014,마블스퀘어 강마루 398*800*7.5t // 친환경 본드포함로스포함,PY,"  177,800 ",,
P,바닥공사,P01,마루시공,P01015,"바닥재 공사 (밀란 프리미엄강마루7.5)  143*1,200*.7.5t // 친환경 본드포함로스포함",PY,"  174,900 ",,
P,바닥공사,P01,마루시공,P01016,"바닥재 공사 (밀란 프리미엄강마루7.5)  143*1,200*.7.5t // 친환경 본드포함로스포함",PY,"  185,000 ",,
P,바닥공사,P01,마루시공,P01017,바닥재 공사 (600 마블스퀘어 강마루) 600*600*7.8t // 친환경 본드포함로스포함,PY,"  205,900 ",,
P,바닥공사,P01,마루시공,P01018,바닥재 공사 바닥재 공사 (와이드 마블스퀘어 강마루) 600*1205*8.5t // 친환경 본드포함로스포함,PY,"  201,900 ",,
P,바닥공사,P01,마루시공,P01019,바닥재 공사 (마블스퀘어 강마루) 398*800*7.5t // 친환경 본드포함로스포함,PY,"  181,600 ",,
P,바닥공사,P01,마루시공,P01020,바닥재 공사 (마블스퀘어 강마루) 398*800*7.5t // 친환경 본드포함로스포함,PY,"  177,800 ",,
P,바닥공사,P01,마루시공,P01021,"바닥재 공사 (165 프리미엄강마루7.5)  165*1,205*.7.5t // 친환경 본드포함로스포함",PY,"  161,400 ",,
P,바닥공사,P01,마루시공,P01022,"바닥재 공사 (143 프리미엄강마루7.5)  143*1,200*.7.5t // 친환경 본드포함로스포함",PY,"  174,900 ",,
P,바닥공사,P01,마루시공,P01023,"바닥재 공사 (강마루와이드 7.5)  125*1,200*.7.5t // 친환경 본드포함로스포함",PY,"  171,700 ",,
P,바닥공사,P01,마루시공,P01024,"바닥재 공사 (강마루와이드 7.5)  125*1,200*.7.5t // 친환경 본드포함로스포함",PY,"  165,000 ",,
P,바닥공사,P01,마루시공,P01025,바닥재 공사 (강마루 헤링본 7.5)  95*475*.7.5t // 친환경 본드포함로스포함,PY,"  214,300 ",,
P,바닥공사,P01,마루시공,P01026,바닥재 공사 (강마루 7.5)  95*800*.7.5t // 친환경 본드포함로스포함,PY,"  144,000 ",,
P,바닥공사,P01,마루시공,P01027,바닥재 공사 (강마루 6.5)  95*800*.6.5t // 친환경 본드포함로스포함,PY,"  132,000 ",,
P,바닥공사,P01,마루시공,P01028,사용금지 바닥재 공사 (수퍼 HD강) 93*790*5.8t // 친환경 본드포함로스포함,PY,"  133,100 ",,
P,바닥공사,P01,마루시공,P01029,사용금지 바닥재 공사 (한샘강마루 6.0) 80*800*6.0t // 친환경 본드포함로스포함,PY,"  125,600 ",,
P,바닥공사,P01,마루시공,P01030,마루 시공 마루 걸레받이/마감재 시공로스포함,PY,"  11,000 ",,
P,바닥공사,P01,마루시공,P01999,기타(1),, ,,
P,바닥공사,P02,장판시공,P02001,장판시공 25평이상 한샘 휴 4.5t로스포함,PY,"  106,200 ",,
P,바닥공사,P02,장판시공,P02002,장판시공 25평이상 한샘 휴 3.5t로스포함,PY,"  95,400 ",,
P,바닥공사,P02,장판시공,P02003,장판시공 25평이상 한샘 휴 2.2t로스포함,PY,"  55,500 ",,
P,바닥공사,P02,장판시공,P02004,장판시공 25평이상 녹수 1.8t // 자재비+시공비로스포함,PY,"  56,000 ",,
P,바닥공사,P02,장판시공,P02005,장판시공 25평이상 녹수 2.0t // 자재비+시공비로스포함,PY,"  62,000 ",,
P,바닥공사,P02,장판시공,P02006,장판시공 25평이상 LG 뉴청맥 1.8t // 자재비+시공비로스포함,PY,"  62,000 ",,
P,바닥공사,P02,장판시공,P02007,장판시공 25평이상 LG 은행목 2.0t // 자재비+시공비로스포함,PY,"  69,000 ",,
P,바닥공사,P02,장판시공,P02008,장판시공 25평이상 LG 자연애 2.2t // 자재비+시공비로스포함,PY,"  77,000 ",,
P,바닥공사,P02,장판시공,P02009,장판시공 25평이상 LG 지아사랑애 2.7t // 자재비+시공비로스포함,PY,"  100,000 ",,
P,바닥공사,P02,장판시공,P02010,장판시공 25평이상 LG 지아사랑애 3.2t // 자재비+시공비로스포함,PY,"  114,000 ",,
P,바닥공사,P02,장판시공,P02011,장판시공 25평이상 LG 소리잠 4.5t // 자재비+시공비로스포함,PY,"  143,000 ",,
P,바닥공사,P02,장판시공,P02012,장판시공 25평이상 LG 엑스컴포트 5.0t // 자재비+시공비로스포함,PY,"  186,000 ",,
P,바닥공사,P02,장판시공,P02013,장판시공 25평이상 마루 걸레받이/마감재 시공로스포함,PY,"  11,000 ",,
P,바닥공사,P02,장판시공,P02099,장판 시공 25평 이상 기타,, ,,
P,바닥공사,P02,장판시공,P02101,장판시공 25평미만 녹수 1.8t // 자재비로스포함,PY,"  39,000 ",,
P,바닥공사,P02,장판시공,P02102,장판시공 25평미만 녹수 2.0t // 자재비로스포함,PY,"  45,000 ",,
P,바닥공사,P02,장판시공,P02103,장판시공 25평미만 LG 뉴청맥 1.8t // 자재비로스포함,PY,"  45,000 ",,
P,바닥공사,P02,장판시공,P02104,장판시공 25평미만 LG 은행목 2.0t // 자재비로스포함,PY,"  52,000 ",,
P,바닥공사,P02,장판시공,P02105,장판시공 25평미만 LG 자연애 2.2t // 자재비로스포함,PY,"  60,000 ",,
P,바닥공사,P02,장판시공,P02106,장판시공 25평미만 LG 지아사랑애 2.7t // 자재비로스포함,PY,"  83,000 ",,
P,바닥공사,P02,장판시공,P02107,장판시공 25평미만 LG 지아사랑애 3.2t // 자재비로스포함,PY,"  88,500 ",,
P,바닥공사,P02,장판시공,P02108,장판시공 25평미만 LG 지아사랑애 3.2t // 자재비로스포함,PY,"  99,000 ",,
P,바닥공사,P02,장판시공,P02109,장판시공 25평미만 LG 소리잠 4.5t // 자재비로스포함,PY,"  143,000 ",,
P,바닥공사,P02,장판시공,P02110,장판시공 25평미만 LG 엑스컴포트 5.0t // 자재비로스포함,PY,"  169,000 ",,
P,바닥공사,P02,장판시공,P02111,장판시공 25평미만 최소인건비,인,"  350,000 ",,
P,바닥공사,P02,장판시공,P02112,장판시공 25평미만 바닥 샌딩,식,"  270,000 ",,
P,바닥공사,P02,장판시공,P02113,장판시공 25평미만 마루 걸레받이/마감재 시공 자재비로스포함,PY,"  5,000 ",,
P,바닥공사,P02,장판시공,P02114,장판시공 25평미만 걸레받이 시공 인건비,인,"  330,000 ",,
P,바닥공사,P02,장판시공,P02199,장판시공 25평미만 기타,, ,,
P,바닥공사,P02,장판시공,P02201,데코타일 시공 25평 이상 동신 하우스(난방바닥용)_자재비+시공비로스포함,PY,"  79,000 ",,
P,바닥공사,P02,장판시공,P02202,데코타일 시공 25평 이상 LG 하우스(난방바닥용)_자재비+시공비로스포함,PY,"  90,000 ",,
P,바닥공사,P02,장판시공,P02203,"데코타일 시공 25평 이상 동신, 대진_자재비+시공비로스포함",PY,"  62,000 ",,
P,바닥공사,P02,장판시공,P02204,데코타일 시공 25평 이상 대진 600각_자재비+시공비로스포함,PY,"  69,000 ",,
P,바닥공사,P02,장판시공,P02205,데코타일 시공 25평 이상 LG 보타닉_자재비+시공비로스포함,PY,"  69,000 ",,
P,바닥공사,P02,장판시공,P02206,데코타일 시공 25평 이상 LG 에코노_자재비+시공비로스포함,PY,"  79,500 ",,
P,바닥공사,P02,장판시공,P02207,데코타일 시공 25평 이상 LG 디럭스마블_자재비+시공비로스포함,PY,"  62,000 ",,
P,바닥공사,P02,장판시공,P02299,데코타일 시공 25평 이상 기타,, ,,
P,바닥공사,P02,장판시공,P02301,데코타일 시공 25평 미만 동신 하우스(난방바닥용)_자재비로스포함,PY,"  62,000 ",,
P,바닥공사,P02,장판시공,P02302,데코타일 시공 25평 미만 LG 하우스(난방바닥용)_자재비로스포함,PY,"  73,000 ",,
P,바닥공사,P02,장판시공,P02303,"데코타일 시공 25평 미만 동신, 대진_자재비로스포함",PY,"  45,000 ",,
P,바닥공사,P02,장판시공,P02304,데코타일 시공 25평 미만 대진 600각_자재비로스포함,PY,"  52,000 ",,
P,바닥공사,P02,장판시공,P02305,데코타일 시공 25평 미만 LG 보타닉_자재비로스포함,PY,"  52,000 ",,
P,바닥공사,P02,장판시공,P02306,데코타일 시공 25평 미만 LG 에코노_자재비로스포함,PY,"  62,500 ",,
P,바닥공사,P02,장판시공,P02307,데코타일 시공 25평 미만 LG 디럭스마블_자재비로스포함,PY,"  45,000 ",,
P,바닥공사,P02,장판시공,P02308,데코타일 시공 25평 미만 인건비,,"  350,000 ",,
P,바닥공사,P02,장판시공,P02399,데코타일 시공 25평 미만 기타,, ,,
P,바닥공사,P02,장판시공,P02999,기타(1),, ,,
P,바닥공사,P99,기타장판시공,P99999,기타(2),, ,,
Q,도배공사,Q01,도배공사 25평 이상,Q01001,도배공사 25평 이상 실크벽지 _ 일반 실크 벽지 기준전용면적기준,PY,"  135,000 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01002,도배공사 25평 이상 실크벽지 _ LG 디아망전용면적기준,PY,"  160,000 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01003,도배공사 25평 이상 실크벽지 _ 마이너스 몰딩 시공시전용면적기준,PY,"  162,500 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01004,도배공사 25평 이상 실크벽지 _ 무몰딩 시공시전용면적기준,PY,"  182,000 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01005,도배공사 25평 이상 에덴 바이오 벽지(친환경 벽지)    /모델넘버에 따라 단가 차이 확인.전용면적기준,PY,"  189,000 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01006,도배공사 25평 이상 확장 범위 도배 시공(기존 확장개소 포함),개소,"  320,000 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01007,도배공사 25평 이상 합지 벽지전용면적기준,PY,"  71,500 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01008,도배공사 25평 이상 기초 작업(퍼티작업) // 필수전용면적기준,PY,"  15,500 ",,
Q,도배공사,Q01,도배공사 25평 이상,Q01999,기타(1),, ,,
Q,도배공사,Q02,도배공사 25평 미만,Q02001,도배공사 28평미만 실크벽지 자재비벽지평수 기준,PY,"  13,000 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02002,도배공사 28평미만 실크벽지 자재비벽지평수 기준,PY,"  16,000 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02003,도배공사 28평미만 실크벽지 자재비 // 디아망벽지평수 기준,PY,"  23,000 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02004,도배공사 28평미만 실크벽지 자재비 // 디아망벽지평수 기준,PY,"  27,000 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02005,도배공사 28평미만 실크벽지 부자재벽지평수 기준,PY,"  4,500 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02006,도배공사 28평미만 실크벽지 부자재벽지평수 기준,PY,"  5,500 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02007,도배공사 28평미만 실크 벽지 퍼티작업벽지평수 기준,PY,"  3,500 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02008,도배공사 28평미만 실크 벽지 퍼티작업벽지평수 기준,PY,"  4,500 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02009,도배공사 28평미만 실크 벽지 시공인건비,인,"  280,000 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02010,도배공사 28평미만 실크 벽지 시공인건비,인,"  270,000 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02099,도배공사 28평미만 실크 벽지 기타,, ,,
Q,도배공사,Q02,도배공사 25평 미만,Q02101,도배공사 28평미만  합지벽지 자재비벽지평수 기준,PY,"  6,500 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02102,도배공사 28평미만 합지벽지 부자재벽지평수 기준,PY,"  2,500 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02103,도배공사 28평미만 합지벽지 퍼티작업벽지평수 기준,PY,"  2,500 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02104,도배공사 28평미만 합지벽지 시공인건비,인,"  270,000 ",,
Q,도배공사,Q02,도배공사 25평 미만,Q02199,도배공사 28평미만 합지벽지 기타,, ,,
Q,도배공사,Q02,도배공사 25평 미만,Q02999,기타(1),, ,,
Q,도배공사,Q99,기타도배공사,Q99999,기타(2),, ,,
R,가구공사,R01,주방가구공사,R01001,주방 유로300 매트매그놀리아한샘,SET,"  6,130,000 ",,
R,가구공사,R01,주방가구공사,R01002,주방 밀란100 무드시리즈 / 인조대리석 / 한샘 올인원 쿡탑 포함한샘,SET,"  8,050,000 ",,
R,가구공사,R01,주방가구공사,R01003,주방 밀란100_ 무드화이트한샘,SET,"  4,450,000 ",,
R,가구공사,R01,주방가구공사,R01004,주방 베란다 하부장(매트화이트)한샘,SET,  - ,,
R,가구공사,R01,주방가구공사,R01005,주방 아일랜드 주방후드,식,"  770,000 ",,
R,가구공사,R01,주방가구공사,R01006,주방 자동소화장치 설치,식,"  380,000 ",,
R,가구공사,R01,주방가구공사,R01999,기타(1),,,,
R,가구공사,R02,거실가구공사,R02001,거실 복도 수납장한샘,자,"  145,000 ",,
R,가구공사,R02,거실가구공사,R02002,거실 베란다 수납장(매트화이트)협의,자,"  130,000 ",,
R,가구공사,R02,거실가구공사,R02003,거실 서재장한샘,SET,"  130,000 ",,
R,가구공사,R02,거실가구공사,R02999,기타(1),,,,
R,가구공사,R03,안방가구공사,R03001,안방 붙박이장(무드화이트) 한샘,SET,"  1,900,000 ",,
R,가구공사,R03,안방가구공사,R03999,기타(1),,,,
R,가구공사,R04,드레스룸가구공사,R04001,드레스룸 붙박이장_ 무드화이트한샘,SET,"  1,364,545 ",,
R,가구공사,R04,드레스룸가구공사,R04002,드레스룸 시스템장한샘,SET,"  564,545 ",,
R,가구공사,R04,드레스룸가구공사,R04999,기타(1),,,,
R,가구공사,R05,입구방가구공사,R05001,입구방 붙박이장 (무드화이트)한샘,SET,"  850,000 ",,
R,가구공사,R05,입구방가구공사,R05002,입구방 붙박이장_ 무드화이트한샘,SET,"  880,000 ",,
R,가구공사,R05,입구방가구공사,R05003,입구방 벽박이장 시공한샘,SET,"  450,000 ",,
R,가구공사,R05,입구방가구공사,R05004,입구방 붙박이장(매트화이트) 한샘,자,"  170,000 ",,
R,가구공사,R05,입구방가구공사,R05999,기타(1),,,,
R,가구공사,R06,보일러실가구공사,R06001,보일러실 공틀도어 시공 (w1100*h2300 기준)한샘,SET,"  300,000 ",,
R,가구공사,R06,보일러실가구공사,R06999,기타(1),,,,
R,가구공사,R07,베란다가구공사,R07001,베란다 공틀장 시공 (w1100*h2300 기준)한샘,SET,"  550,000 ",,
R,가구공사,R07,베란다가구공사,R07002,베란다 세탁기 상부장(매트화이트)협의,식,"  160,000 ",,
R,가구공사,R07,베란다가구공사,R07999,기타(1),,,,
R,가구공사,R08,현관가구공사,R08001,현관장 교체(무드화이트) 한샘,SET,"  1,100,000 ",,
R,가구공사,R08,현관가구공사,R08002,현관장_ 무드화이트 // 중앙오픈장_ 무드화이트한샘,SET,"  941,818 ",,
R,가구공사,R08,현관가구공사,R08003,현관장 교체(매트화이트) 한샘,SET,"  650,000 ",,
R,가구공사,R08,현관가구공사,R08999,기타(1),, ,,
R,가구공사,R99,기타가구공사,R99999,기타(2),,,,
S,데크공사,S01,합성목재데크공사,S01001,합성목재데크공사 합성목재(솔리드),㎡,"  56,500 ",,
S,데크공사,S01,합성목재데크공사,S01002,합성목재데크공사 아연도각관,㎡,"  23,250 ",,
S,데크공사,S01,합성목재데크공사,S01003,합성목재데크공사 연결클립 및 직결피스,㎡,"  8,100 ",,
S,데크공사,S01,합성목재데크공사,S01004,합성목재데크공사 세트앙카볼트,㎡,  320 ,,
S,데크공사,S01,합성목재데크공사,S01005,합성목재데크공사 녹막이작업,㎡,"  3,200 ",,
S,데크공사,S01,합성목재데크공사,S01006,합성목재데크공사 인건비,㎡,"  75,000 ",,
S,데크공사,S01,합성목재데크공사,S01007,합성목재데크공사 장비대(9층 이하 사다리차 기준),식,"  250,000 ",,
S,데크공사,S01,합성목재데크공사,S01999,기타(1),, ,,
S,데크공사,S99,기타합성목재데크공사,S99999,기타(2),,,,
Y,공사마감,Y01,공사마감,Y01002,현관 전신 거울 // 알유리 기준600*2300,set,"  210,000 ",,
Y,공사마감,Y01,공사마감,Y01003,대리석 테낙스 및 연마/광택 작업 (기본 최소 시공비 85만원),㎡,"  62,000 ",,
Y,공사마감,Y01,공사마감,Y01004,마감 실리콘 시공 (26평 미만 기준),식,"  400,000 ",,
Y,공사마감,Y01,공사마감,Y01005,바닥 줄눈 시공,㎡,"  90,000 ",,
Y,공사마감,Y01,공사마감,Y01006,욕실 전체 줄눈 시공 (벽+바닥),개소,"  470,000 ",,
Y,공사마감,Y01,공사마감,Y01007,현장 감리 인건비,식,"  870,000 ",,
Y,공사마감,Y01,공사마감,Y01008,"샌딩 작업 (바닥, 미장 최소 시공비)",식,"  450,000 ",,
Y,공사마감,Y01,공사마감,Y01009,삼성 기본형 무풍 시스템 A/C 교체3대 이하,대,"  2,100,000 ",,
Y,공사마감,Y01,공사마감,Y01010,삼성 기본형 무풍 시스템 A/C 교체4대 이상,대,"  1,950,000 ",,
Y,공사마감,Y01,공사마감,Y01011,삼성 인피니트 시스템 A/C 교체,대,"  2,500,000 ",,
Y,공사마감,Y01,공사마감,Y01012,LG 시스템 A/C 교체3대 이하,대,"  2,200,000 ",,
Y,공사마감,Y01,공사마감,Y01013,LG 시스템 A/C 교체4대 이상,대,"  2,050,000 ",,
Y,공사마감,Y01,공사마감,Y01014,스탠드 에어컨 배관 매입 작업 // 드레인 포함,개소,"  470,000 ",,
Y,공사마감,Y01,공사마감,Y01015,벽걸이 에어컨 배관 매입 작업,개소,"  470,000 ",,
Y,공사마감,Y01,공사마감,Y01016,벽걸이 에어컨 이전 설치,대,  - ,,
Y,공사마감,Y01,공사마감,Y01017,도어락 교체 (도어락 기종에 따라 견적 금액 협의) // 무선연동기 별도싱크,SET,"  300,000 ",,
Y,공사마감,Y01,공사마감,Y01018,도어락 교체 (도어락 기종에 따라 견적 금액 협의) // 무선연동기 별도싱크,SET,"  370,000 ",,
Y,공사마감,Y01,공사마감,Y01019,도어락 교체 (도어락 기종에 따라 견적 금액 협의) // 무선연동기 별도게이트맨,SET,"  500,000 ",,
Y,공사마감,Y01,공사마감,Y01020,인터폰 ,SET,"  70,000 ",,
Y,공사마감,Y01,공사마감,Y01021,인터폰 교체 (인터폰 기종에 따라 견적 금액 협의) // 목공비 포함,SET,"  370,000 ",,
Y,공사마감,Y01,공사마감,Y01022,인터폰 교체 (인터폰 기종에 따라 견적 금액 협의) // 목공비 포함,SET,"  330,000 ",,
Y,공사마감,Y01,공사마감,Y01023,방화문 보수,set,"  250,000 ",,
Y,공사마감,Y01,공사마감,Y01024,방화문 교체 // 기본 방화문,set,"  950,000 ",,
Y,공사마감,Y01,공사마감,Y01025,방화문 교체 // 중급 방화문,set,"  1,250,000 ",,
Y,공사마감,Y01,공사마감,Y01026,방화문 교체 // 고급 방화문,set,"  1,850,000 ",,
Y,공사마감,Y01,공사마감,Y01027,방화문 교체 // 비대칭 양개형 방화문,set,"  2,350,000 ",,
Y,공사마감,Y01,공사마감,Y01028,사다리차 사용(타일/가구/바닥재/자재 양중)  /9층 이하 기준,시간,"  180,000 ",,
Y,공사마감,Y01,공사마감,Y01029,공사중 폐기물 처리(공사 내용*기간에 따라 금액 변동)1 ton,회,"  420,000 ",,
Y,공사마감,Y01,공사마감,Y01030,준공 청소(전체 공사 기준)전용면적기준,PY,"  22,500 ",,
Y,공사마감,Y01,공사마감,Y01031,준공 청소(부분공사일 경우)전용면적기준,PY,"  26,000 ",,
Y,공사마감,Y01,공사마감,Y01032,준공 청소(15평 이하)전용면적기준,식,"  430,000 ",,
Y,공사마감,Y01,공사마감,Y01033,준공 청소(15평 초과 20평 이하)전용면적기준,식,"  500,000 ",,
Y,공사마감,Y01,공사마감,Y01034,준공 청소(15평 초과 20평 이하)전용면적기준,식,"  460,000 ",,
Y,공사마감,Y01,공사마감,Y01999,기타(1),, ,,
Y,공사마감,Y99,기타공사마감,Y99999,기타(2),, ,,
Z,경비,Z01,경비,Z01001,산재보험료,, ,,
Z,경비,Z01,경비,Z01002,고용보험료,, ,,
Z,경비,Z01,경비,Z01003,안전관리비,, ,,
Z,경비,Z01,경비,Z01999,기타(1),, ,,
Z,경비,Z99,기타경비,Z99999,기타(2),,,,